#         t          x          y          z         vx         vy         vz
      4.705    350.136    -66.268    143.699      3.824    -52.347    -31.082
      4.706    350.139    -66.320    143.668      3.781    -52.336    -31.099
      4.707    350.143    -66.372    143.637      3.737    -52.326    -31.116
      4.708    350.147    -66.425    143.606      3.694    -52.316    -31.132
      4.709    350.150    -66.477    143.575      3.650    -52.305    -31.149
      4.710    350.154    -66.529    143.544      3.607    -52.295    -31.165
      4.711    350.158    -66.581    143.512      3.563    -52.285    -31.182
      4.712    350.161    -66.634    143.481      3.519    -52.274    -31.199
      4.713    350.165    -66.686    143.450      3.476    -52.264    -31.215
      4.714    350.168    -66.738    143.419      3.432    -52.253    -31.232
      4.715    350.172    -66.791    143.388      3.389    -52.243    -31.248
      4.716    350.175    -66.843    143.356      3.345    -52.233    -31.265
      4.717    350.178    -66.895    143.325      3.302    -52.222    -31.281
      4.718    350.182    -66.947    143.294      3.258    -52.212    -31.298
      4.719    350.185    -66.999    143.262      3.214    -52.201    -31.314
      4.720    350.188    -67.052    143.231      3.171    -52.191    -31.331
      4.721    350.191    -67.104    143.200      3.127    -52.180    -31.347
      4.722    350.194    -67.156    143.168      3.084    -52.170    -31.364
      4.723    350.197    -67.208    143.137      3.040    -52.160    -31.381
      4.724    350.200    -67.260    143.106      2.997    -52.149    -31.397
      4.725    350.203    -67.312    143.074      2.953    -52.139    -31.414
      4.726    350.206    -67.365    143.043      2.909    -52.128    -31.430
      4.727    350.209    -67.417    143.011      2.866    -52.118    -31.447
      4.728    350.212    -67.469    142.980      2.822    -52.107    -31.463
      4.729    350.215    -67.521    142.948      2.779    -52.097    -31.480
      4.730    350.218    -67.573    142.917      2.735    -52.086    -31.496
      4.731    350.220    -67.625    142.885      2.692    -52.076    -31.513
      4.732    350.223    -67.677    142.854      2.648    -52.065    -31.529
      4.733    350.226    -67.729    142.822      2.605    -52.055    -31.546
      4.734    350.228    -67.781    142.791      2.561    -52.044    -31.562
      4.735    350.231    -67.833    142.759      2.518    -52.034    -31.578
      4.736    350.233    -67.885    142.728      2.474    -52.023    -31.595
      4.737    350.236    -67.937    142.696      2.430    -52.012    -31.611
      4.738    350.238    -67.989    142.664      2.387    -52.002    -31.628
      4.739    350.240    -68.041    142.633      2.343    -51.991    -31.644
      4.740    350.243    -68.093    142.601      2.300    -51.981    -31.661
      4.741    350.245    -68.145    142.570      2.256    -51.970    -31.677
      4.742    350.247    -68.197    142.538      2.213    -51.960    -31.694
      4.743    350.249    -68.249    142.506      2.169    -51.949    -31.710
      4.744    350.252    -68.301    142.474      2.126    -51.939    -31.726
      4.745    350.254    -68.353    142.443      2.082    -51.928    -31.743
      4.746    350.256    -68.405    142.411      2.039    -51.917    -31.759
      4.747    350.258    -68.457    142.379      1.995    -51.907    -31.776
      4.748    350.260    -68.509    142.347      1.952    -51.896    -31.792
      4.749    350.262    -68.561    142.316      1.908    -51.885    -31.809
      4.750    350.264    -68.613    142.284      1.865    -51.875    -31.825
      4.751    350.265    -68.664    142.252      1.821    -51.864    -31.841
      4.752    350.267    -68.716    142.220      1.778    -51.854    -31.858
      4.753    350.269    -68.768    142.188      1.734    -51.843    -31.874
      4.754    350.271    -68.820    142.156      1.691    -51.832    -31.891
      4.755    350.272    -68.872    142.124      1.647    -51.822    -31.907
      4.756    350.274    -68.924    142.093      1.603    -51.811    -31.923
      4.757    350.276    -68.975    142.061      1.560    -51.800    -31.940
      4.758    350.277    -69.027    142.029      1.516    -51.790    -31.956
      4.759    350.279    -69.079    141.997      1.473    -51.779    -31.972
      4.760    350.280    -69.131    141.965      1.429    -51.768    -31.989
      4.761    350.281    -69.183    141.933      1.386    -51.758    -32.005
      4.762    350.283    -69.234    141.901      1.342    -51.747    -32.021
      4.763    350.284    -69.286    141.869      1.299    -51.736    -32.038
      4.764    350.285    -69.338    141.837      1.255    -51.726    -32.054
      4.765    350.287    -69.390    141.805      1.212    -51.715    -32.070
      4.766    350.288    -69.441    141.772      1.168    -51.704    -32.087
      4.767    350.289    -69.493    141.740      1.125    -51.693    -32.103
      4.768    350.290    -69.545    141.708      1.081    -51.683    -32.119
      4.769    350.291    -69.596    141.676      1.038    -51.672    -32.136
      4.770    350.292    -69.648    141.644      0.994    -51.661    -32.152
      4.771    350.293    -69.700    141.612      0.951    -51.650    -32.168
      4.772    350.294    -69.751    141.580      0.907    -51.640    -32.185
      4.773    350.295    -69.803    141.547      0.864    -51.629    -32.201
      4.774    350.296    -69.855    141.515      0.820    -51.618    -32.217
      4.775    350.297    -69.906    141.483      0.777    -51.607    -32.234
      4.776    350.297    -69.958    141.451      0.733    -51.597    -32.250
      4.777    350.298    -70.009    141.419      0.690    -51.586    -32.266
      4.778    350.299    -70.061    141.386      0.646    -51.575    -32.282
      4.779    350.299    -70.112    141.354      0.603    -51.564    -32.299
